property_id,source_id,source_root_domain,source_aanbod_url,property_url,title,address_raw,city_raw,gemeente,price_raw,price_eur,status,status_raw,living_area_raw,plot_area_raw,rooms_raw,image_url,first_seen_at,last_seen_at,discovery_run_id,extraction_confidence,needs_review,review_reason
e93067ac83bae297,amb-makelaars.nl__'s-hertogenbosch,amb-makelaars.nl,https://www.amb-makelaars.nl/aanbod,https://www.amb-makelaars.nl/aanbod/gerard-van-oostromstraat-4-6919,Gerard van Oostromstraat 4,Heusden Grotestraat 208,5151 BR Drunen,'s-Hertogenbosch,"€ 475.000,",475000,verkocht_ov,verkocht onder voorbehoud,121 m²,,,https://cloud01.topsite.nl/properties/brokers/6/residential-properties/6919/277986058-394257_480x320_fit.jpg.webp?t=1780036242,20260613T193908Z,20260613T193908Z,20260613T193908Z,0.95,false,
86eddc640549cdff,amb-makelaars.nl__'s-hertogenbosch,amb-makelaars.nl,https://www.amb-makelaars.nl/aanbod,https://www.amb-makelaars.nl/aanbod/biesheuvellaan-20-6913,Biesheuvellaan 20,Heusden Grotestraat 208,5151 BR Drunen,'s-Hertogenbosch,"€ 790.000,",790000,verkocht_ov,verkocht onder voorbehoud,158 m²,,,https://cloud01.topsite.nl/properties/brokers/6/residential-properties/6913/278026818-393808_480x320_fit.jpg.webp?t=1779972262,20260613T193908Z,20260613T193908Z,20260613T193908Z,0.95,false,
d4dbfb66c16ad605,amb-makelaars.nl__'s-hertogenbosch,amb-makelaars.nl,https://www.amb-makelaars.nl/aanbod,https://www.amb-makelaars.nl/aanbod/spechtbos-8-6882,Spechtbos 8,Heusden Grotestraat 208,5151 BR Drunen,'s-Hertogenbosch,"€ 525.000,",525000,verkocht_ov,verkocht onder voorbehoud,50 m²,,,https://cloud01.topsite.nl/properties/brokers/7/residential-properties/6882/278248742-392097_480x320_fit.jpg.webp?t=1779958668,20260613T193908Z,20260613T193908Z,20260613T193908Z,0.95,false,
8310a046207390d9,amb-makelaars.nl__'s-hertogenbosch,amb-makelaars.nl,https://www.amb-makelaars.nl/aanbod,https://www.amb-makelaars.nl/aanbod/kastanjelaan-5-6879,Kastanjelaan 5,Heusden Grotestraat 208,5151 BR Drunen,'s-Hertogenbosch,"€ 1.695.000,",1695000,verkocht_ov,verkocht onder voorbehoud,382 m²,,,https://cloud01.topsite.nl/properties/brokers/7/residential-properties/6879/278208746-391952_480x320_fit.jpg.webp?t=1779954897,20260613T193908Z,20260613T193908Z,20260613T193908Z,0.95,false,
9f8e70cc0e9dea0b,amb-makelaars.nl__'s-hertogenbosch,amb-makelaars.nl,https://www.amb-makelaars.nl/aanbod,https://www.amb-makelaars.nl/aanbod/jan-van-galenstraat-61-6618,Jan van Galenstraat 61,Heusden Grotestraat 208,5151 BR Drunen,'s-Hertogenbosch,"€ 595.000,",595000,verkocht_ov,verkocht onder voorbehoud,125 m²,,,https://cloud01.topsite.nl/properties/brokers/7/residential-properties/6618/277897100-386528_480x320_fit.jpg.webp?t=1779891820,20260613T193908Z,20260613T193908Z,20260613T193908Z,0.95,false,
4d7371e3c98d4793,amb-makelaars.nl__'s-hertogenbosch,amb-makelaars.nl,https://www.amb-makelaars.nl/aanbod,https://www.amb-makelaars.nl/aanbod/de-lek-2-6499,De Lek 2,Heusden Grotestraat 208,5151 BR Drunen,'s-Hertogenbosch,"€ 485.000,",485000,verkocht_ov,verkocht onder voorbehoud,115 m²,,,https://cloud01.topsite.nl/properties/brokers/6/residential-properties/6499/277095304-380767_480x320_fit.jpg.webp?t=1779806475,20260613T193908Z,20260613T193908Z,20260613T193908Z,0.95,false,
5c3895866b9505e5,amb-makelaars.nl__'s-hertogenbosch,amb-makelaars.nl,https://www.amb-makelaars.nl/aanbod,https://www.amb-makelaars.nl/aanbod/bastion-vught-11-6490,Bastion Vught 11,Heusden Grotestraat 208,5151 BR Drunen,'s-Hertogenbosch,"€ 850.000,",850000,verkocht_ov,verkocht onder voorbehoud,112 m²,,,https://cloud01.topsite.nl/properties/brokers/5/residential-properties/6490/277661316-380198_480x320_fit.jpg.webp?t=1780992866,20260613T193908Z,20260613T193908Z,20260613T193908Z,0.95,false,
b7e4fb9278569671,amb-makelaars.nl__'s-hertogenbosch,amb-makelaars.nl,https://www.amb-makelaars.nl/aanbod,https://www.amb-makelaars.nl/aanbod/de-virieusingel-10a-6479,de Virieusingel 10a,Heusden Grotestraat 208,5151 BR Drunen,'s-Hertogenbosch,"€ 1.750.000,",1750000,verkocht_ov,verkocht onder voorbehoud,246 m²,,,https://cloud01.topsite.nl/properties/brokers/5/residential-properties/6479/273104172-379492_480x320_fit.jpg.webp?t=1779467365,20260613T193908Z,20260613T193908Z,20260613T193908Z,0.95,false,
f6b16553d31c1e8d,amb-makelaars.nl__'s-hertogenbosch,amb-makelaars.nl,https://www.amb-makelaars.nl/aanbod,https://www.amb-makelaars.nl/aanbod/willaertsingel-3-6475,Willaertsingel 3,Heusden Grotestraat 208,5151 BR Drunen,'s-Hertogenbosch,"€ 650.000,",650000,verkocht_ov,verkocht onder voorbehoud,132 m²,,,https://cloud01.topsite.nl/properties/brokers/7/residential-properties/6475/278135928-386429_480x320_fit.jpg.webp?t=1779886909,20260613T193908Z,20260613T193908Z,20260613T193908Z,0.95,false,
90e9cb35f91b1870,amb-makelaars.nl__'s-hertogenbosch,amb-makelaars.nl,https://www.amb-makelaars.nl/aanbod,https://www.amb-makelaars.nl/aanbod/graaf-albrechtstraat-32-6474,Graaf Albrechtstraat 32,Heusden Grotestraat 208,5151 BR Drunen,'s-Hertogenbosch,"€ 395.000,",395000,verkocht_ov,verkocht onder voorbehoud,105 m²,,,https://cloud01.topsite.nl/properties/brokers/6/residential-properties/6474/276338234-379277_480x320_fit.jpg.webp?t=1779459375,20260613T193908Z,20260613T193908Z,20260613T193908Z,0.95,false,
5b88073d425005cd,amb-makelaars.nl__'s-hertogenbosch,amb-makelaars.nl,https://www.amb-makelaars.nl/aanbod,https://www.amb-makelaars.nl/aanbod/de-huterstraat-16-6471,De Huterstraat 16,Heusden Grotestraat 208,5151 BR Drunen,'s-Hertogenbosch,"€ 320.000,",320000,verkocht_ov,verkocht onder voorbehoud,76 m²,,,https://cloud01.topsite.nl/properties/brokers/8/residential-properties/6471/277602286-379087_480x320_fit.jpg.webp?t=1779457006,20260613T193908Z,20260613T193908Z,20260613T193908Z,0.95,false,
5880d5a1b7b1f807,amb-makelaars.nl__'s-hertogenbosch,amb-makelaars.nl,https://www.amb-makelaars.nl/aanbod,https://www.amb-makelaars.nl/aanbod/onderwijsboulevard-518-6466,Onderwijsboulevard 518,Heusden Grotestraat 208,5151 BR Drunen,'s-Hertogenbosch,"€ 419.500,",419500,verkocht_ov,verkocht onder voorbehoud,78 m²,,,https://cloud01.topsite.nl/properties/brokers/5/residential-properties/6466/277200348-378729_480x320_fit.jpg.webp?t=1779449676,20260613T193908Z,20260613T193908Z,20260613T193908Z,0.95,false,
0d1edc148dcc126c,amb-makelaars.nl__'s-hertogenbosch,amb-makelaars.nl,https://www.amb-makelaars.nl/aanbod,https://www.amb-makelaars.nl/aanbod/fluitenkruid-40-6452,Fluitenkruid 40,Heusden Grotestraat 208,5151 BR Drunen,'s-Hertogenbosch,"€ 550.000,",550000,verkocht_ov,verkocht onder voorbehoud,118 m²,,,https://cloud01.topsite.nl/properties/brokers/5/residential-properties/6452/277364670-378134_480x320_fit.jpg.webp?t=1779439696,20260613T193908Z,20260613T193908Z,20260613T193908Z,0.95,false,
7466a0e020c69888,amb-makelaars.nl__'s-hertogenbosch,amb-makelaars.nl,https://www.amb-makelaars.nl/aanbod,https://www.amb-makelaars.nl/aanbod/john-f-kennedylaan-15-6448,John F. Kennedylaan 15,Heusden Grotestraat 208,5151 BR Drunen,'s-Hertogenbosch,"€ 750.000,",750000,verkocht_ov,verkocht onder voorbehoud,175 m²,,,https://cloud01.topsite.nl/properties/brokers/7/residential-properties/6448/280798561-408574_480x320_fit.png.webp?t=1781268471,20260613T193908Z,20260613T193908Z,20260613T193908Z,0.95,false,
516d3934128ad916,amb-makelaars.nl__'s-hertogenbosch,amb-makelaars.nl,https://www.amb-makelaars.nl/aanbod,https://www.amb-makelaars.nl/aanbod/bordeslaan-296-6393,Bordeslaan 296,Heusden Grotestraat 208,5151 BR Drunen,'s-Hertogenbosch,"€ 489.000,",489000,verkocht_ov,verkocht onder voorbehoud,85 m²,,,https://cloud01.topsite.nl/properties/brokers/5/residential-properties/6393/277111096-375109_480x320_fit.jpg.webp?t=1779361041,20260613T193908Z,20260613T193908Z,20260613T193908Z,0.95,false,
2499d0561ea0b065,amb-makelaars.nl__'s-hertogenbosch,amb-makelaars.nl,https://www.amb-makelaars.nl/aanbod,https://www.amb-makelaars.nl/aanbod/derde-rompert-82-6374,Derde Rompert 82,Heusden Grotestraat 208,5151 BR Drunen,'s-Hertogenbosch,"€ 475.000,",475000,verkocht_ov,verkocht onder voorbehoud,134 m²,,,https://cloud01.topsite.nl/properties/brokers/5/residential-properties/6374/276595750-373993_480x320_fit.jpg.webp?t=1779269073,20260613T193908Z,20260613T193908Z,20260613T193908Z,0.95,false,
aa799069ecea56d2,amb-makelaars.nl__'s-hertogenbosch,amb-makelaars.nl,https://www.amb-makelaars.nl/aanbod,https://www.amb-makelaars.nl/aanbod/helvoirtseweg-67-6363,Helvoirtseweg 67,Heusden Grotestraat 208,5151 BR Drunen,'s-Hertogenbosch,"€ 695.000,",695000,verkocht_ov,verkocht onder voorbehoud,155 m²,,,https://cloud01.topsite.nl/properties/brokers/7/residential-properties/6363/277121624-378022_480x320_fit.png.webp?t=1779437515,20260613T193908Z,20260613T193908Z,20260613T193908Z,0.95,false,
