office_name,website,domain,root_domain,koopaanbod_url,koopaanbod_url_quality,plaats,provincie,source_type,discovery_source,confidence,needs_review,review_reason,notes,raw_place,normalized_place,gemeente,place_status,place_review_reason
Klijsen Makelaars & Adviseurs,http://www.klijsen.nl,klijsen.nl,klijsen.nl,https://www.klijsen.nl/agrarisch-grond-te-koop-grond-kopen-in-noord-brabant,valid,Oosterhout,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,mejor candidato sin verificar (score=1.94),Oosterhout,Oosterhout,Oosterhout,current_gemeente,
Marjoleine Rinsma Makelaardij,http://www.mrmakelaardij.nl,mrmakelaardij.nl,mrmakelaardij.nl,http://www.mrmakelaardij.nl/aanbod/woningaanbod?inclkoop=true&inclhuur=false,valid,Oosterhout,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=126, koop=4, huur=0",Oosterhout,Oosterhout,Oosterhout,current_gemeente,
Noud Kops Woning-en Bedrijfsmakelaardij en Verzekeringen,http://www.noudkopsmakelaardij.nl,noudkopsmakelaardij.nl,noudkopsmakelaardij.nl,http://www.noudkopsmakelaardij.nl/aanbod/woningaanbod/oosterhout/koop/huis-10166294-Leeuwenstraat-28,valid,Oosterhout,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=4, koop=4, huur=0",Oosterhout,Oosterhout,Oosterhout,current_gemeente,
Trommelen Makelaars en Taxateurs,,,,,missing,Oosterhout,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.40,true,missing website; missing koopaanbod_url; missing domain; missing root_domain,missing website; missing koopaanbod_url; missing domain; missing root_domain,Oosterhout,Oosterhout,Oosterhout,current_gemeente,
Van der Plas & De Vegt Makelaardij B.V.,http://www.vdplas.nl,vdplas.nl,vdplas.nl,http://www.vdplas.nl/aanbod/woningaanbod/oosterhout/koop/huis-10223868-Zwanendonk-2,valid,Oosterhout,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=8, koop=4, huur=0",Oosterhout,Oosterhout,Oosterhout,current_gemeente,
Verbrugge Makelaardij b.v.,http://www.verbrugge.com,verbrugge.com,verbrugge.com,http://www.verbrugge.com/huizen,valid,Oosterhout,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=9, koop=1, huur=0",Oosterhout,Oosterhout,Oosterhout,current_gemeente,
Bato Makelaars,http://www.batomakelaars.nl,batomakelaars.nl,batomakelaars.nl,http://www.batomakelaars.nl/aanbod/woningaanbod/koop,valid,Oss,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=136, koop=4, huur=0",Oss,Oss,Oss,current_gemeente,
Becks Makelaardij,http://www.becksmakelaardij.nl,becksmakelaardij.nl,becksmakelaardij.nl,http://www.becksmakelaardij.nl/aanbod/woningaanbod,valid,Oss,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,mejor candidato sin verificar (score=3.42),Oss,Oss,Oss,current_gemeente,
De Landerije Maas en Waal,https://www.landerije.nl/maasenwaal,landerije.nl,landerije.nl,https://www.landerije.nl/diensten/stille-verkoop,suspect,Oss,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.65,true,suspect koopaanbod_url: contains excluded token 'diensten',mejor candidato sin verificar (score=1.58); suspect koopaanbod_url: contains excluded token 'diensten',Oss,Oss,Oss,current_gemeente,
Den Otter Van Vliet,https://www.denottervanvliet.nl,denottervanvliet.nl,denottervanvliet.nl,https://denottervanvliet.nl/aan-en-verkoop,valid,Oss,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,mejor candidato sin verificar (score=1.58),Oss,Oss,Oss,current_gemeente,
Digimakelaars.nl,http://www.digimakelaars.nl,digimakelaars.nl,digimakelaars.nl,https://digimakelaars.nl/funda-verkoop-samen-actief,valid,Oss,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=2, koop=1, huur=0",Oss,Oss,Oss,current_gemeente,
Heuvel Makelaars,https://heuvelmakelaars.nl,heuvelmakelaars.nl,heuvelmakelaars.nl,https://heuvelmakelaars.nl/woningaanbod/koop/oss/verdistraat-148-oss,valid,Oss,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=5, koop=4, huur=0",Oss,Oss,Oss,current_gemeente,
Jansen & Van Tuijl Makelaars o.g.,http://www.jansen-vantuijl.nl,jansen-vantuijl.nl,jansen-vantuijl.nl,http://www.jansen-vantuijl.nl/aanbod/woningaanbod/oss/koop/huis-8457399-Bernhardlaan-43,valid,Oss,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=7, koop=4, huur=1",Oss,Oss,Oss,current_gemeente,
KOMwonen,https://www.kom-wonen.nl,kom-wonen.nl,kom-wonen.nl,https://www.kom-wonen.nl/aanbod/woningaanbod/koop,valid,Oss,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=208, koop=4, huur=2",Oss,Oss,Oss,current_gemeente,
Makelaardij & Taxatieburo Th.  v. Casteren,http://www.vancasteren.nl,vancasteren.nl,vancasteren.nl,https://www.vancasteren.nl/woningen/te-koop-herpen-kapelakker-2,valid,Oss,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=2, koop=3, huur=0",Oss,Oss,Oss,current_gemeente,
Van der Krabben Makelaardij b.v.,http://www.krabben.nl,krabben.nl,krabben.nl,https://www.krabben.nl/wonen/aanbod,valid,Oss,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=133, koop=3, huur=0",Oss,Oss,Oss,current_gemeente,
Van Kaam Makelaardij o.z.,http://www.vankaammakelaardij.nl,vankaammakelaardij.nl,vankaammakelaardij.nl,http://www.vankaammakelaardij.nl/aanbod/woningaanbod,valid,Oss,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=132, koop=4, huur=2",Oss,Oss,Oss,current_gemeente,
Ben Straatman Makelaardij,http://www.benstraatman.nl,benstraatman.nl,benstraatman.nl,https://benstraatman.nl/vrijblijvend-verkoopadvies,suspect,Reusel De Mierden,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.65,true,suspect koopaanbod_url: contains excluded token 'verkoopadvies',mejor candidato sin verificar (score=1.58); suspect koopaanbod_url: contains excluded token 'verkoopadvies',Reusel De Mierden,Reusel-De Mierden,Reusel-De Mierden,alias,
Lavrijsen Makelaardij,,,,,missing,Reusel De Mierden,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.40,true,missing website; missing koopaanbod_url; missing domain; missing root_domain,missing website; missing koopaanbod_url; missing domain; missing root_domain,Reusel De Mierden,Reusel-De Mierden,Reusel-De Mierden,alias,
Marian Kemink Makelaardij,http://www.mariankemink.nl,mariankemink.nl,mariankemink.nl,http://www.mariankemink.nl/aanbod/woningaanbod,valid,Reusel De Mierden,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=126, koop=4, huur=2",Reusel De Mierden,Reusel-De Mierden,Reusel-De Mierden,alias,
Nathalie van Gisbergen Lommers Makelaars,http://www.lommersmakelaars.nl,lommersmakelaars.nl,lommersmakelaars.nl,,missing,Reusel De Mierden,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.65,true,missing koopaanbod_url,sin candidatos de koop; missing koopaanbod_url,Reusel De Mierden,Reusel-De Mierden,Reusel-De Mierden,alias,
C&R Makelaars B.V.,https://www.crmakelaars.nl,crmakelaars.nl,crmakelaars.nl,https://www.crmakelaars.nl/aanbod,valid,Roosendaal,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=65, koop=2, huur=0",Roosendaal,Roosendaal,Roosendaal,current_gemeente,
In de Roos Makelaardij B.V.,https://www.inderoosmakelaardij.nl,inderoosmakelaardij.nl,inderoosmakelaardij.nl,,missing,Roosendaal,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.65,true,missing koopaanbod_url,home did not load; missing koopaanbod_url,Roosendaal,Roosendaal,Roosendaal,current_gemeente,
Johan uw makelaar,http://www.johanuwmakelaar.nl,johanuwmakelaar.nl,johanuwmakelaar.nl,http://www.johanuwmakelaar.nl/aanbod/woningaanbod/roosendaal/koop/huis-10054302-Boomgaardstraat-1d,valid,Roosendaal,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=10, koop=4, huur=1",Roosendaal,Roosendaal,Roosendaal,current_gemeente,
Kees Buijsen Makelaars,https://www.buijsenmakelaars.nl,buijsenmakelaars.nl,buijsenmakelaars.nl,https://www.buijsenmakelaars.nl/aanbod,valid,Roosendaal,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=65, koop=2, huur=0",Roosendaal,Roosendaal,Roosendaal,current_gemeente,
Lenaers Makelaardij,http://www.lenaers.nl,lenaers.nl,lenaers.nl,http://www.lenaers.nl/aanbod/bedrijfsaanbod/roosendaal/koop/bedrijf-874670-Bredaseweg-22,valid,Roosendaal,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=6, koop=4, huur=0",Roosendaal,Roosendaal,Roosendaal,current_gemeente,
Ludo van der Eijken Makelaardij o.g. B.V.,http://www.ludovandereijken.nl,ludovandereijken.nl,ludovandereijken.nl,http://www.ludovandereijken.nl/woningen,valid,Roosendaal,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=82, koop=2, huur=1",Roosendaal,Roosendaal,Roosendaal,current_gemeente,
Noortje van der Maat Makelaardij,http://www.noortjevandermaat.nl,noortjevandermaat.nl,noortjevandermaat.nl,http://www.noortjevandermaat.nl/index.html,suspect,Roosendaal,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.65,true,suspect koopaanbod_url: missing listing signal,mejor candidato sin verificar (score=1.06); suspect koopaanbod_url: missing listing signal,Roosendaal,Roosendaal,Roosendaal,current_gemeente,
SuijkerBuijk bedrijfs Onroerend Goed,http://www.cs-makelaars.nl,cs-makelaars.nl,cs-makelaars.nl,,missing,Roosendaal,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.65,true,missing koopaanbod_url,sin candidatos de koop; missing koopaanbod_url,Roosendaal,Roosendaal,Roosendaal,current_gemeente,
Vermunt Makelaardij B.V.,http://www.vermunt-makelaardij.nl,vermunt-makelaardij.nl,vermunt-makelaardij.nl,,missing,Roosendaal,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.65,true,missing koopaanbod_url,home did not load; missing koopaanbod_url,Roosendaal,Roosendaal,Roosendaal,current_gemeente,
Van Hassel Makelaars o.g.,http://www.vanhasselmakelaars.nl,vanhasselmakelaars.nl,vanhasselmakelaars.nl,https://www.vanhasselmakelaars.nl/wonen/verkoop,valid,Rucphen,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,mejor candidato sin verificar (score=1.58),Rucphen,Rucphen,Rucphen,current_gemeente,
Abelen Makelaars en Taxateurs b.v.,http://www.abelen.nl,abelen.nl,abelen.nl,,missing,S Hertogenbosch,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.65,true,missing koopaanbod_url,home did not load; missing koopaanbod_url,S Hertogenbosch,'s-Hertogenbosch,'s-Hertogenbosch,alias,
AMB Makelaars,http://www.amb-makelaars.nl,amb-makelaars.nl,amb-makelaars.nl,https://www.amb-makelaars.nl/aanbod,valid,S Hertogenbosch,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=159, koop=1, huur=0",S Hertogenbosch,'s-Hertogenbosch,'s-Hertogenbosch,alias,
Atenzijlstra Makelaars,http://www.atenzijlstra.nl,atenzijlstra.nl,atenzijlstra.nl,,missing,S Hertogenbosch,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.65,true,missing koopaanbod_url,home did not load; missing koopaanbod_url,S Hertogenbosch,'s-Hertogenbosch,'s-Hertogenbosch,alias,
Carré De Wit makelaardij,https://www.carredewit.nl,carredewit.nl,carredewit.nl,https://www.carredewit.nl/woningaanbod,valid,S Hertogenbosch,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=61, koop=3, huur=1",S Hertogenbosch,'s-Hertogenbosch,'s-Hertogenbosch,alias,
De Huyzerij,http://www.dehuyzerij.nl,dehuyzerij.nl,dehuyzerij.nl,http://www.dehuyzerij.nl/aanbod/woningaanbod/'s-hertogenbosch/koop/huis-10187874-Uilenburg-32,valid,S Hertogenbosch,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=5, koop=4, huur=0",S Hertogenbosch,'s-Hertogenbosch,'s-Hertogenbosch,alias,
de Koster Makelaars,http://www.dekostermakelaars.nl,dekostermakelaars.nl,dekostermakelaars.nl,http://www.dekostermakelaars.nl/aanbod/woningaanbod/'s-hertogenbosch/koop/huis-10236410-Lange-Putstraat-35,valid,S Hertogenbosch,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=7, koop=4, huur=1",S Hertogenbosch,'s-Hertogenbosch,'s-Hertogenbosch,alias,
DUX Real Estate B.V.,https://www.duxrealestate.nl,duxrealestate.nl,duxrealestate.nl,https://duxrealestate.nl/aanbod/s-hertogenbosch/graaf-van-solmsweg-99-e-30,valid,S Hertogenbosch,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=7, koop=2, huur=1",S Hertogenbosch,'s-Hertogenbosch,'s-Hertogenbosch,alias,
GeWOON Makelaars,http://www.gewoonmakelaars.nl,gewoonmakelaars.nl,gewoonmakelaars.nl,http://www.gewoonmakelaars.nl/aanbod/woningaanbod/koop,valid,S Hertogenbosch,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=116, koop=4, huur=0",S Hertogenbosch,'s-Hertogenbosch,'s-Hertogenbosch,alias,
Hendriks Makelaardij 's-Hertogenbosch,http://www.hendriks.nl,hendriks.nl,hendriks.nl,https://hendriks.nl/woningaanbod/koop/rijsbergsebaan-13-4836-mc-breda,valid,S Hertogenbosch,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,mejor candidato sin verificar (score=3.50),S Hertogenbosch,'s-Hertogenbosch,'s-Hertogenbosch,alias,
Het Waare Huis,http://www.hetwaarehuis.nl,hetwaarehuis.nl,hetwaarehuis.nl,https://www.hetwaarehuis.nl/nieuwbouw/nieuwbouw-de-beemden-groote-wielen-noord,suspect,S Hertogenbosch,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.65,true,suspect koopaanbod_url: missing listing signal,"prijzen=4, koop=2, huur=1; suspect koopaanbod_url: missing listing signal",S Hertogenbosch,'s-Hertogenbosch,'s-Hertogenbosch,alias,
HRS Wonen,https://www.hrs.nl,hrs.nl,hrs.nl,https://hrs.nl/wonen/binnenkort-in-de-verkoop,valid,S Hertogenbosch,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=82, sin senales huur",S Hertogenbosch,'s-Hertogenbosch,'s-Hertogenbosch,alias,
Kievit Makelaardij,http://www.kievitmakelaardij.com,kievitmakelaardij.com,kievitmakelaardij.com,https://www.kievitmakelaardij.com/stille-verkoop,valid,S Hertogenbosch,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,mejor candidato sin verificar (score=1.58),S Hertogenbosch,'s-Hertogenbosch,'s-Hertogenbosch,alias,
NEXT Nieuwbouwmakelaars,https://www.nextnieuwbouwmakelaars.nl,nextnieuwbouwmakelaars.nl,nextnieuwbouwmakelaars.nl,,missing,S Hertogenbosch,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.65,true,missing koopaanbod_url,home did not load; missing koopaanbod_url,S Hertogenbosch,'s-Hertogenbosch,'s-Hertogenbosch,alias,
Otter Taxaties & Advies,https://www.ottertaxaties.nl,ottertaxaties.nl,ottertaxaties.nl,,missing,S Hertogenbosch,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.65,true,missing koopaanbod_url,sin candidatos de koop; missing koopaanbod_url,S Hertogenbosch,'s-Hertogenbosch,'s-Hertogenbosch,alias,
Overweel Makelaardij o.z.,http://www.overweelmakelaardij.nl,overweelmakelaardij.nl,overweelmakelaardij.nl,http://www.overweelmakelaardij.nl/aanbod/woningaanbod/den-dungen/koop/huis-10229750-Poeldonk-32A,valid,S Hertogenbosch,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=4, koop=4, huur=0",S Hertogenbosch,'s-Hertogenbosch,'s-Hertogenbosch,alias,
RSP Taxaties & Vastgoedadvies B.V.,http://www.rsptaxaties.nl,rsptaxaties.nl,rsptaxaties.nl,,missing,S Hertogenbosch,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.65,true,missing koopaanbod_url,sin candidatos de koop; missing koopaanbod_url,S Hertogenbosch,'s-Hertogenbosch,'s-Hertogenbosch,alias,
Staete Makelaars 's-Hertogenbosch,http://www.staete.nl,staete.nl,staete.nl,https://www.staete.nl/aanbod/wonen/tOZUao2/laan-ten-habraken-2-5291-aj,valid,S Hertogenbosch,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=6, koop=4, huur=0",S Hertogenbosch,'s-Hertogenbosch,'s-Hertogenbosch,alias,
Stoffels Makelaardij B.V.,http://www.stoffelsmakelaardij.nl,stoffelsmakelaardij.nl,stoffelsmakelaardij.nl,http://www.stoffelsmakelaardij.nl/aanbod/woningaanbod/velddriel/koop/huis-10265314-Sint-Antoniusstraat-19a,valid,S Hertogenbosch,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=4, koop=4, huur=0",S Hertogenbosch,'s-Hertogenbosch,'s-Hertogenbosch,alias,
Stoof Taxaties,http://www.stoof.biz,stoof.biz,stoof.biz,http://www.stoof.biz/aankoop_verwerving,valid,S Hertogenbosch,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,mejor candidato sin verificar (score=1.06),S Hertogenbosch,'s-Hertogenbosch,'s-Hertogenbosch,alias,
vb&t Makelaars Den Bosch,https://www.vbtmakelaars.nl,vbtmakelaars.nl,vbtmakelaars.nl,https://www.vbtmakelaars.nl/aanbod-nieuwbouw-koopwoningen,valid,S Hertogenbosch,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=14, koop=2, huur=1",S Hertogenbosch,'s-Hertogenbosch,'s-Hertogenbosch,alias,
Romeynders Makelaardij B.V.,http://www.romeynders.nl,romeynders.nl,romeynders.nl,http://www.romeynders.nl/aanbod/woningaanbod,valid,Sint Michielsgestel,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=132, koop=4, huur=2",Sint Michielsgestel,Sint-Michielsgestel,Sint-Michielsgestel,alias,
Staete Makelaars De Meierij,http://www.staete.nl,staete.nl,staete.nl,https://www.staete.nl/aanbod/wonen/tOZUao2/laan-ten-habraken-2-5291-aj,valid,Sint Michielsgestel,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=6, koop=4, huur=0",Sint Michielsgestel,Sint-Michielsgestel,Sint-Michielsgestel,alias,
Berkers Taxaties,https://www.berkerstaxaties.nl,berkerstaxaties.nl,berkerstaxaties.nl,,missing,Someren,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.65,true,missing koopaanbod_url,sin candidatos de koop; missing koopaanbod_url,Someren,Someren,Someren,current_gemeente,
Beter Wonen makelaardij Helma de Corte,http://www.beterwonenmakelaardij.nl,beterwonenmakelaardij.nl,beterwonenmakelaardij.nl,http://www.beterwonenmakelaardij.nl/aanbod/woningaanbod/asten/koop/huis-10304094-Peelkesakker-38,valid,Someren,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=6, koop=5, huur=0",Someren,Someren,Someren,current_gemeente,
Tulkens Makelaardij,http://www.tulkensmakelaardij.nl,tulkensmakelaardij.nl,tulkensmakelaardij.nl,http://www.tulkensmakelaardij.nl/aanbod/woningaanbod/koop,valid,Someren,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=202, koop=4, huur=1",Someren,Someren,Someren,current_gemeente,
Van Houts Makelaardij,http://www.vanhoutsmakelaardij.nl,vanhoutsmakelaardij.nl,vanhoutsmakelaardij.nl,http://www.vanhoutsmakelaardij.nl/aanbod/woningaanbod/asten/koop/huis-10288622-Berkelaar-23,valid,Someren,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=4, koop=4, huur=0",Someren,Someren,Someren,current_gemeente,
Kruijswijk Makelaardij o.g.,http://www.kruijswijkmakelaardij.nl,kruijswijkmakelaardij.nl,kruijswijkmakelaardij.nl,http://www.kruijswijkmakelaardij.nl/nieuws/een-aankoopmakelaar-helpt-met-de-aankoop-van-uw-droomhuis,suspect,Son En Breugel,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.65,true,suspect koopaanbod_url: contains excluded token 'nieuws',mejor candidato sin verificar (score=1.06); suspect koopaanbod_url: contains excluded token 'nieuws',Son En Breugel,Son en Breugel,Son en Breugel,alias,
Van Roon Makelaardij & Taxaties B.V.,http://www.vrmt.nl,vrmt.nl,vrmt.nl,http://www.vrmt.nl/aanbod/woningaanbod/son-en-breugel/koop/huis-10201980-Kanaaldijk-Noord-16,valid,Son En Breugel,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=9, koop=5, huur=0",Son En Breugel,Son en Breugel,Son en Breugel,alias,
ViaLinda,https://www.vialinda.nl,vialinda.nl,vialinda.nl,,missing,Son En Breugel,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.65,true,missing koopaanbod_url,sin candidatos de koop; missing koopaanbod_url,Son En Breugel,Son en Breugel,Son en Breugel,alias,
Content+ Pieter Hommel,https://www.contentplus.nl,contentplus.nl,contentplus.nl,https://contentplus.nl/woningaanbod?status%5B%5D=BESCHIKBAAR,valid,Steenbergen,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=32, koop=1, huur=1",Steenbergen,Steenbergen,Steenbergen,current_gemeente,
Architectuurmakelaar,http://www.architectuurmakelaar.nl,architectuurmakelaar.nl,architectuurmakelaar.nl,http://www.architectuurmakelaar.nl/aanbod,valid,Tilburg,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=12, koop=1, huur=0",Tilburg,Tilburg,Tilburg,current_gemeente,
CVDA Makelaars en Taxateurs,https://www.cvda.nl,cvda.nl,cvda.nl,https://www.cvda.nl/aanbod/woningaanbod/tilburg/koop/huis-10291668-Besterdplein-2505,valid,Tilburg,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=7, koop=4, huur=1",Tilburg,Tilburg,Tilburg,current_gemeente,
David de Leeuw Bedrijfsmakelaar,http://www.daviddeleeuw.nl,daviddeleeuw.nl,daviddeleeuw.nl,http://www.daviddeleeuw.nl/aanbod/bedrijfsaanbod/tilburg/koop/bedrijf-848358-Jellinghausstraat-220,valid,Tilburg,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=6, koop=3, huur=0",Tilburg,Tilburg,Tilburg,current_gemeente,
De Bont Makelaardij B.V.,http://www.debontmakelaardij.nl,debontmakelaardij.nl,debontmakelaardij.nl,http://www.debontmakelaardij.nl/MenuID/88734/Woning,suspect,Tilburg,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.65,true,suspect koopaanbod_url: missing listing signal,"prijzen=18, koop=2, huur=1; suspect koopaanbod_url: missing listing signal",Tilburg,Tilburg,Tilburg,current_gemeente,
Hans van Berkel Makelaardij,http://www.hansvanberkel.nl,hansvanberkel.nl,hansvanberkel.nl,http://www.hansvanberkel.nl/aanbod/woningaanbod/tilburg/koop/huis-10139642-Oude-Hilvarenbeekseweg-702,valid,Tilburg,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=8, koop=4, huur=1",Tilburg,Tilburg,Tilburg,current_gemeente,
Hart van Brabant Makelaardij B.V.,http://www.hartvanbrabantmakelaardij.nl,hartvanbrabantmakelaardij.nl,hartvanbrabantmakelaardij.nl,,missing,Tilburg,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.65,true,missing koopaanbod_url,sin candidatos de koop; missing koopaanbod_url,Tilburg,Tilburg,Tilburg,current_gemeente,
Hendriks Makelaardij Tilburg,http://www.hendriks.nl,hendriks.nl,hendriks.nl,https://hendriks.nl/woningaanbod/koop/rijsbergsebaan-13-4836-mc-breda,valid,Tilburg,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,mejor candidato sin verificar (score=3.50),Tilburg,Tilburg,Tilburg,current_gemeente,
Karin Meier Mattern Makelaars,http://www.kmm-makelaars.nl,kmm-makelaars.nl,kmm-makelaars.nl,https://kmm-makelaars.nl/aanbod,valid,Tilburg,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=63, koop=2, huur=0",Tilburg,Tilburg,Tilburg,current_gemeente,
Kern Makelaars Tilburg B.V.,http://www.kernmakelaars.nl,kernmakelaars.nl,kernmakelaars.nl,https://www.kernmakelaars.nl/aanbod/nu-in-verkoop,valid,Tilburg,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=15, koop=2, huur=0",Tilburg,Tilburg,Tilburg,current_gemeente,
KIN Makelaars Tilburg B.V.,http://www.kinmakelaars.nl,kinmakelaars.nl,kinmakelaars.nl,http://www.kinmakelaars.nl/aanbod/wonen/te-koop,valid,Tilburg,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=10, koop=4, huur=3",Tilburg,Tilburg,Tilburg,current_gemeente,
Lemmens Makelaardij B.V.,http://www.lemmens.nl,lemmens.nl,lemmens.nl,http://www.lemmens.nl/woningaanbod/koop/tilburg/valentijnstraat/20,valid,Tilburg,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=3, koop=3, huur=0",Tilburg,Tilburg,Tilburg,current_gemeente,
Lupker Makelaardij,http://www.lupkermakelaardij.nl,lupkermakelaardij.nl,lupkermakelaardij.nl,http://www.lupkermakelaardij.nl/aanbod/woningaanbod/tilburg/koop/huis-10219718-Niers-17,valid,Tilburg,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=4, koop=4, huur=0",Tilburg,Tilburg,Tilburg,current_gemeente,
M&S powered bij HRS,http://www.hrs.nl,hrs.nl,hrs.nl,https://hrs.nl/wonen/binnenkort-in-de-verkoop,valid,Tilburg,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=82, sin senales huur",Tilburg,Tilburg,Tilburg,current_gemeente,
Makelaars- en Assurantiekantoor og bv J.H. Oldenkotte & Zn.,http://www.oldenkotte.com,oldenkotte.com,oldenkotte.com,http://www.oldenkotte.com/aanbod/woningaanbod/koop,valid,Tilburg,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=206, koop=5, huur=1",Tilburg,Tilburg,Tilburg,current_gemeente,
