source_id,office_name,root_domain,website,gemeente,province,source_origin,aanbod_url,aanbod_url_quality,confidence_score,needs_review,review_reason,legal_status,last_seen_at,last_audited_at,is_active
unknown-domain__sint-michielsgestel,BrouwersHonselaarMakelaars,,,Sint-Michielsgestel,Noord-Brabant,overpass_osm,,missing,0,true,overpass candidate requires validation; website unresolved after seed fuzzy match; missing website in Overpass candidate,missing_website,20260613T183456Z,,false
unknown-domain__eindhoven,Solutio 365,,,Eindhoven,Noord-Brabant,overpass_osm,,missing,0,true,overpass candidate requires validation; website unresolved after seed fuzzy match; missing website in Overpass candidate,missing_website,20260613T183456Z,,false
unknown-domain__vught,Schuurmans Vastgoed,,,Vught,Noord-Brabant,overpass_osm,,missing,0,true,overpass candidate requires validation; website unresolved after seed fuzzy match; missing website in Overpass candidate,missing_website,20260613T183456Z,,false
unknown-domain__vught,'t Sas,,,Vught,Noord-Brabant,overpass_osm,,missing,0,true,overpass candidate requires validation; website unresolved after seed fuzzy match; missing website in Overpass candidate,missing_website,20260613T183456Z,,false
unknown-domain__son-en-breugel,Kruijswijk,,,Son en Breugel,Noord-Brabant,overpass_osm,,missing,0,true,overpass candidate requires validation; website unresolved after seed fuzzy match; missing website in Overpass candidate,missing_website,20260613T183456Z,,false
unknown-domain__veldhoven,Van de Schans Makelaardij B.V.,,,Veldhoven,Noord-Brabant,overpass_osm,,missing,0,true,overpass candidate requires validation; website unresolved after seed fuzzy match; missing website in Overpass candidate,missing_website,20260613T183456Z,,false
unknown-domain__tilburg,Shirley Kneepkens Makelaardij,,,Tilburg,Noord-Brabant,overpass_osm,,missing,0,true,overpass candidate requires validation; website unresolved after seed fuzzy match; missing website in Overpass candidate,missing_website,20260613T183456Z,,false
unknown-domain__tilburg,Rotsvast,,,Tilburg,Noord-Brabant,overpass_osm,,missing,0,true,overpass candidate requires validation; website unresolved after seed fuzzy match; missing website in Overpass candidate,missing_website,20260613T183456Z,,false
unknown-domain__tilburg,Becx Makelaardij,,,Tilburg,Noord-Brabant,overpass_osm,,missing,0,true,overpass candidate requires validation; website unresolved after seed fuzzy match; missing website in Overpass candidate,missing_website,20260613T183456Z,,false
unknown-domain__tilburg,Kempenburg,,,Tilburg,Noord-Brabant,overpass_osm,,missing,0,true,overpass candidate requires validation; website unresolved after seed fuzzy match; missing website in Overpass candidate,missing_website,20260613T183456Z,,false
unknown-domain__oosterhout,Biemans Makelaardij en Assurantiën,,,Oosterhout,Noord-Brabant,overpass_osm,,missing,0,true,overpass candidate requires validation; website unresolved after seed fuzzy match; missing website in Overpass candidate,missing_website,20260613T183456Z,,false
unknown-domain__gilze-en-rijen,VDP,,,Gilze en Rijen,Noord-Brabant,overpass_osm,,missing,0,true,overpass candidate requires validation; website unresolved after seed fuzzy match; missing website in Overpass candidate,missing_website,20260613T183456Z,,false
unknown-domain__gilze-en-rijen,Kin Makelaars,,,Gilze en Rijen,Noord-Brabant,overpass_osm,,missing,0,true,overpass candidate requires validation; website unresolved after seed fuzzy match; missing website in Overpass candidate,missing_website,20260613T183456Z,,false
unknown-domain__gilze-en-rijen,VDP,,,Gilze en Rijen,Noord-Brabant,overpass_osm,,missing,0,true,overpass candidate requires validation; website unresolved after seed fuzzy match; missing website in Overpass candidate,missing_website,20260613T183456Z,,false
unknown-domain__waalwijk,Van de Zande Makelaardij,,,Waalwijk,Noord-Brabant,overpass_osm,,missing,0,true,overpass candidate requires validation; website unresolved after seed fuzzy match; missing website in Overpass candidate,missing_website,20260613T183456Z,,false
unknown-domain__(unknown),Debbie Mels Lommers Makelaars,,,(unknown),Noord-Brabant,overpass_osm,,missing,0,true,overpass candidate requires validation; website unresolved after seed fuzzy match; missing website in Overpass candidate,missing_website,20260613T183456Z,,false
unknown-domain__(unknown),Samen-wonen Vastgoed Makelaardij,,,(unknown),Noord-Brabant,overpass_osm,,missing,0,true,overpass candidate requires validation; website unresolved after seed fuzzy match; missing website in Overpass candidate,missing_website,20260613T183456Z,,false
unknown-domain__(unknown),Staete Makelaardij,,,(unknown),Noord-Brabant,overpass_osm,,missing,0,true,overpass candidate requires validation; website unresolved after seed fuzzy match; missing website in Overpass candidate,missing_website,20260613T183456Z,,false
unknown-domain__veldhoven,Pit Makerlaars,,,Veldhoven,Noord-Brabant,overpass_osm,,missing,0,true,overpass candidate requires validation; website unresolved after seed fuzzy match; missing website in Overpass candidate,missing_website,20260613T183456Z,,false
unknown-domain__veldhoven,Van Kasteren Makelaardij,,,Veldhoven,Noord-Brabant,overpass_osm,,missing,0,true,overpass candidate requires validation; website unresolved after seed fuzzy match; missing website in Overpass candidate,missing_website,20260613T183456Z,,false
unknown-domain__(unknown),Casa Nostra,,,(unknown),Noord-Brabant,overpass_osm,,missing,0,true,overpass candidate requires validation; website unresolved after seed fuzzy match; missing website in Overpass candidate,missing_website,20260613T183456Z,,false
unknown-domain__(unknown),Adriaan Heuvel,,,(unknown),Noord-Brabant,overpass_osm,,missing,0,true,overpass candidate requires validation; website unresolved after seed fuzzy match; missing website in Overpass candidate,missing_website,20260613T183456Z,,false
unknown-domain__(unknown),Hypodomus,,,(unknown),Noord-Brabant,overpass_osm,,missing,0,true,overpass candidate requires validation; website unresolved after seed fuzzy match; missing website in Overpass candidate,missing_website,20260613T183456Z,,false
unknown-domain__(unknown),Meneer de Makelaar,,,(unknown),Noord-Brabant,overpass_osm,,missing,0,true,overpass candidate requires validation; website unresolved after seed fuzzy match; missing website in Overpass candidate,missing_website,20260613T183456Z,,false
unknown-domain__(unknown),Slippens & Vermeer,,,(unknown),Noord-Brabant,overpass_osm,,missing,0,true,overpass candidate requires validation; website unresolved after seed fuzzy match; missing website in Overpass candidate,missing_website,20260613T183456Z,,false
